obligation_id,target_module_path,target_symbol,target_source_path,is_constant_literal_result,is_executed,is_broad_appendix_grammar_row,uses_appendix_b_composite_target,passes_quality_gate
front-matter.document-organization,HelloUltraviolet::Reference::Conformance,runConformanceConstructVocabularyReference,Source/Reference/Conformance/ConstructVocabulary.uv,false,true,false,false,true
front-matter.feature-section-template,HelloUltraviolet::Reference::Conformance,runConformanceConstructVocabularyReference,Source/Reference/Conformance/ConstructVocabulary.uv,false,true,false,false,true
front-matter.language-design-contract,HelloUltraviolet::Reference::Conformance,runConformanceConstructVocabularyReference,Source/Reference/Conformance/ConstructVocabulary.uv,false,true,false,false,true
def.Phase1Order,HelloUltraviolet::Reference::Conformance,runConformanceTranslationOrderingReference,Source/Reference/Conformance/TranslationOrdering.uv,false,true,false,false,true
def.Phase2Order,HelloUltraviolet::Reference::Conformance,runConformanceTranslationOrderingReference,Source/Reference/Conformance/TranslationOrdering.uv,false,true,false,false,true
def.Phase3Checks,HelloUltraviolet::Reference::Conformance,runConformanceTranslationOrderingReference,Source/Reference/Conformance/TranslationOrdering.uv,false,true,false,false,true
def.Phase3Order,HelloUltraviolet::Reference::Conformance,runConformanceTranslationOrderingReference,Source/Reference/Conformance/TranslationOrdering.uv,false,true,false,false,true
def.Phase4Order,HelloUltraviolet::Reference::Conformance,runConformanceTranslationOrderingReference,Source/Reference/Conformance/TranslationOrdering.uv,false,true,false,false,true
def.TranslationPhases,HelloUltraviolet::Reference::Conformance,runConformanceTranslationOrderingReference,Source/Reference/Conformance/TranslationOrdering.uv,false,true,false,false,true
def.JudgmentSubjectAndEnvironment,HelloUltraviolet::Audit,artifactProjectEmitLlExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
def.RuntimeCheck,HelloUltraviolet::Audit,artifactProjectRuntimeCheckBehaviorExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
def.CompileTimeTranslationPhases,HelloUltraviolet::Reference::Conformance,runConformanceTranslationOrderingReference,Source/Reference/Conformance/TranslationOrdering.uv,false,true,false,false,true
def.ExecuteComptime,HelloUltraviolet::Reference::Conformance,runConformanceTranslationOrderingReference,Source/Reference/Conformance/TranslationOrdering.uv,false,true,false,false,true
req.Phase1BeforePhase2,HelloUltraviolet::Reference::Conformance,runConformanceTranslationOrderingReference,Source/Reference/Conformance/TranslationOrdering.uv,false,true,false,false,true
req.Phase2DeterministicDependencyOrder,HelloUltraviolet::Reference::Conformance,runConformanceTranslationOrderingReference,Source/Reference/Conformance/TranslationOrdering.uv,false,true,false,false,true
req.Phase2DeclarationsBeforePhase3,HelloUltraviolet::Reference::Conformance,runConformanceTranslationOrderingReference,Source/Reference/Conformance/TranslationOrdering.uv,false,true,false,false,true
req.Phase3UsesExpandedModuleSet,HelloUltraviolet::Reference::Conformance,runConformanceTranslationOrderingReference,Source/Reference/Conformance/TranslationOrdering.uv,false,true,false,false,true
req.Phase4OnlyAcceptedProgram,HelloUltraviolet::Reference::Conformance,runConformanceTranslationOrderingReference,Source/Reference/Conformance/TranslationOrdering.uv,false,true,false,false,true
conformance.ComptimeFormsChapterOwner,HelloUltraviolet::Reference::Conformance,runConformanceTranslationOrderingReference,Source/Reference/Conformance/TranslationOrdering.uv,false,true,false,false,true
req.TargetProfileResolution,HelloUltraviolet::Audit,artifactProjectEmitLlExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
req.TargetProfileNoHostInference,HelloUltraviolet::Audit,artifactProjectEmitLlExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
def.TargetArch,HelloUltraviolet::Audit,artifactProjectEmitLlExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
def.TargetMachineModel,HelloUltraviolet::Audit,artifactProjectEmitLlExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
def.TargetTriple,HelloUltraviolet::Audit,artifactProjectEmitLlExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
conformance.LayoutAndABIOwnerSections,HelloUltraviolet::Audit,artifactProjectEmitLlExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
def.SourceLocation,HelloUltraviolet::Reference::Diagnostics,runDiagnosticsSourceSpansReference,Source/Reference/Diagnostics/SourceSpans.uv,false,true,false,false,true
def.Span,HelloUltraviolet::Reference::Diagnostics,runDiagnosticsSourceSpansReference,Source/Reference/Diagnostics/SourceSpans.uv,false,true,false,false,true
def.SpanRange,HelloUltraviolet::Reference::Diagnostics,runDiagnosticsSourceSpansReference,Source/Reference/Diagnostics/SourceSpans.uv,false,true,false,false,true
WF-Location,HelloUltraviolet::Reference::Diagnostics,runDiagnosticsSourceSpansReference,Source/Reference/Diagnostics/SourceSpans.uv,false,true,false,false,true
WF-Span,HelloUltraviolet::Reference::Diagnostics,runDiagnosticsSourceSpansReference,Source/Reference/Diagnostics/SourceSpans.uv,false,true,false,false,true
def.ClampSpan,HelloUltraviolet::Reference::Diagnostics,runDiagnosticsSourceSpansReference,Source/Reference/Diagnostics/SourceSpans.uv,false,true,false,false,true
Span-Of,HelloUltraviolet::Reference::Diagnostics,runDiagnosticsSourceSpansReference,Source/Reference/Diagnostics/SourceSpans.uv,false,true,false,false,true
def.TokenKind,HelloUltraviolet::Reference::Diagnostics,runDiagnosticsSourceSpansReference,Source/Reference/Diagnostics/SourceSpans.uv,false,true,false,false,true
No-Unknown-Ok,HelloUltraviolet::Reference::Diagnostics,runDiagnosticsSourceSpansReference,Source/Reference/Diagnostics/SourceSpans.uv,false,true,false,false,true
def.RawToken,HelloUltraviolet::Reference::Diagnostics,runDiagnosticsSourceSpansReference,Source/Reference/Diagnostics/SourceSpans.uv,false,true,false,false,true
def.Token,HelloUltraviolet::Reference::Diagnostics,runDiagnosticsSourceSpansReference,Source/Reference/Diagnostics/SourceSpans.uv,false,true,false,false,true
Attach-Token-Ok,HelloUltraviolet::Reference::Diagnostics,runDiagnosticsSourceSpansReference,Source/Reference/Diagnostics/SourceSpans.uv,false,true,false,false,true
Attach-Tokens-Ok,HelloUltraviolet::Reference::Diagnostics,runDiagnosticsSourceSpansReference,Source/Reference/Diagnostics/SourceSpans.uv,false,true,false,false,true
def.DiagnosticSeverity,HelloUltraviolet::Reference::Diagnostics,runDiagnosticsDiagnosticRecordsReference,Source/Reference/Diagnostics/DiagnosticRecords.uv,false,true,false,false,true
def.DiagCodeOpt,HelloUltraviolet::Reference::Diagnostics,runDiagnosticsDiagnosticRecordsReference,Source/Reference/Diagnostics/DiagnosticRecords.uv,false,true,false,false,true
def.Diagnostic,HelloUltraviolet::Reference::Diagnostics,runDiagnosticsDiagnosticRecordsReference,Source/Reference/Diagnostics/DiagnosticRecords.uv,false,true,false,false,true
req.DiagnosticCodeOwnership,HelloUltraviolet::Reference::Diagnostics,runDiagnosticsDiagnosticRecordsReference,Source/Reference/Diagnostics/DiagnosticRecords.uv,false,true,false,false,true
Code,HelloUltraviolet::Reference::Diagnostics,runDiagnosticsDiagnosticRecordsReference,Source/Reference/Diagnostics/DiagnosticRecords.uv,false,true,false,false,true
Order,HelloUltraviolet::Reference::Diagnostics,runDiagnosticsDiagnosticOrderingReference,Source/Reference/Diagnostics/DiagnosticOrdering.uv,false,true,false,false,true
def.DiagnosticRender,HelloUltraviolet::Reference::Diagnostics,runDiagnosticsRenderingInputsReference,Source/Reference/Diagnostics/RenderingInputs.uv,false,true,false,false,true
def.DiagnosticRenderComponents,HelloUltraviolet::Reference::Diagnostics,runDiagnosticsRenderingInputsReference,Source/Reference/Diagnostics/RenderingInputs.uv,false,true,false,false,true
NoSpan-External,HelloUltraviolet::Reference::Diagnostics,runDiagnosticsSourceSpansReference,Source/Reference/Diagnostics/SourceSpans.uv,false,true,false,false,true
def.AssemblyAndLinkKinds,HelloUltraviolet::Audit,artifactProjectAssemblyAndLinkKindsExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
def.ProjectRecord,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.AssemblyClassification,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.ProjectValidationScope,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.DumpProjectOutput,HelloUltraviolet::Audit,artifactProjectFixturesBuildAndExerciseOutputObligations,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
def.ProjectSummaryOutput,HelloUltraviolet::Audit,artifactProjectFixturesBuildAndExerciseOutputObligations,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
def.OutputSummary,HelloUltraviolet::Audit,artifactProjectFixturesBuildAndExerciseOutputObligations,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
def.LinkOutputSummary,HelloUltraviolet::Audit,artifactProjectFixturesBuildAndExerciseOutputObligations,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
def.IROpt,HelloUltraviolet::Audit,artifactProjectFixturesBuildAndExerciseOutputObligations,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
def.ImportLibOpt,HelloUltraviolet::Audit,artifactProjectFixturesBuildAndExerciseOutputObligations,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
def.ManifestParsing,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
Parse-Manifest-Ok,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
conformance.ManifestRequired,HelloUltraviolet::Audit,outputDiagnosticManifestMissingExercise,Source/Audit/OutputDiagnosticExecution.uv,false,true,false,false,true
req.ManifestHostPathResolution,HelloUltraviolet::Audit,outputDiagnosticRuntimeLibMissingExercise,Source/Audit/OutputDiagnosticExecution.uv,false,true,false,false,true
req.ManifestNoAdditionalCaseVerification,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
req.ProjectRootResolveInputPath,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
req.ProjectRootFileInputStartsAtParent,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
req.ProjectRootDirectoryInputStartsAtResolvedPath,HelloUltraviolet::Audit,outputDiagnosticRuntimeLibMissingExercise,Source/Audit/OutputDiagnosticExecution.uv,false,true,false,false,true
def.FindProjectRoot,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.ManifestSchema,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
WF-Assembly-Name,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
WF-Assembly-Kind,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
WF-Assembly-Root-Path,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
WF-Assembly-OutDir-Path,HelloUltraviolet::Audit,outputDiagnosticRuntimeLibMissingExercise,Source/Audit/OutputDiagnosticExecution.uv,false,true,false,false,true
WF-Assembly-EmitIR,HelloUltraviolet::Audit,outputDiagnosticRuntimeLibMissingExercise,Source/Audit/OutputDiagnosticExecution.uv,false,true,false,false,true
def.AsmLinkKind,HelloUltraviolet::Audit,outputDiagnosticRuntimeLibMissingExercise,Source/Audit/OutputDiagnosticExecution.uv,false,true,false,false,true
def.ManifestTableProjections,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.ManifestTopKeys,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
WF-TopKeys,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
WF-TopKeys-Err,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
WF-Assembly-Table,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
WF-Assembly-Count,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
WF-Assembly-Name-Dup,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.ManifestAssemblyKeys,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
WF-Assembly-Keys,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
WF-Assembly-Required-Types,HelloUltraviolet::Audit,outputDiagnosticRuntimeLibMissingExercise,Source/Audit/OutputDiagnosticExecution.uv,false,true,false,false,true
WF-Assembly-Optional-Types,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
WF-Assembly-EmitIRType,HelloUltraviolet::Audit,outputDiagnosticRuntimeLibMissingExercise,Source/Audit/OutputDiagnosticExecution.uv,false,true,false,false,true
WF-Assembly-LinkKindType,HelloUltraviolet::Audit,outputDiagnosticRuntimeLibMissingExercise,Source/Audit/OutputDiagnosticExecution.uv,false,true,false,false,true
WF-Assembly-LinkKind,HelloUltraviolet::Audit,outputDiagnosticRuntimeLibMissingExercise,Source/Audit/OutputDiagnosticExecution.uv,false,true,false,false,true
def.ToolchainKeys,HelloUltraviolet::Audit,outputDiagnosticRuntimeLibMissingExercise,Source/Audit/OutputDiagnosticExecution.uv,false,true,false,false,true
def.ToolchainTargetProfileOk,HelloUltraviolet::Audit,outputDiagnosticRuntimeLibMissingExercise,Source/Audit/OutputDiagnosticExecution.uv,false,true,false,false,true
WF-Toolchain,HelloUltraviolet::Audit,outputDiagnosticRuntimeLibMissingExercise,Source/Audit/OutputDiagnosticExecution.uv,false,true,false,false,true
def.ToolchainConfig,HelloUltraviolet::Audit,outputDiagnosticRuntimeLibMissingExercise,Source/Audit/OutputDiagnosticExecution.uv,false,true,false,false,true
def.SelectedTargetProfile,HelloUltraviolet::Reference::Projects,runProjectsOutputArtifactsReference,Source/Reference/Projects/OutputArtifacts.uv,false,true,false,false,true
def.BuildConfiguration,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
WF-Build,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.BuildConfigDefaults,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.PathRootPredicates,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.PathRootTagAndTail,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.PathSegments,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.PathComponents,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.JoinComp,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.Join,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.AbsPath,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.PathFunctionTypes,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.PathPrefix,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.Normalize,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.Under,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.Canon,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.Drop,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.RelativePathComputation,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.Basename,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.FileExt,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
Resolve-Canonical,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
WF-RelPath,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.ProjectContext,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
WF-Project-Root,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
WF-Assembly,HelloUltraviolet::Reference::Projects,runProjectsAssemblyModelReference,Source/Reference/Projects/AssemblyModel.uv,false,true,false,false,true
def.AssemblyTarget,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.ProjLoadState,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
Step-Parse,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
Step-Validate,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.ChecksAsm,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.BaseChecks,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.AsmChecks,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.ManifestChecks,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.FirstFail,HelloUltraviolet::Audit,outputDiagnosticManifestLinkKindInvalidExercise,Source/Audit/OutputDiagnosticExecution.uv,false,true,false,false,true
ValidateManifest-Ok,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
ValidateManifest-Err,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
Step-Asm-Init,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
Step-Asm-Cons,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
Step-Asm-Done,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
Select-Only,HelloUltraviolet::Reference::Projects,runProjectsAssemblyModelReference,Source/Reference/Projects/AssemblyModel.uv,false,true,false,false,true
Select-Only-Exe,HelloUltraviolet::Reference::Projects,runProjectsAssemblyModelReference,Source/Reference/Projects/AssemblyModel.uv,false,true,false,false,true
Select-By-Name,HelloUltraviolet::Reference::Projects,runProjectsAssemblyModelReference,Source/Reference/Projects/AssemblyModel.uv,false,true,false,false,true
BuildAssembly-Ok,HelloUltraviolet::Reference::Projects,runProjectsAssemblyModelReference,Source/Reference/Projects/AssemblyModel.uv,false,true,false,false,true
LoadProject-Ok,HelloUltraviolet::Reference::Projects,runProjectsManifestModelReference,Source/Reference/Projects/ManifestModel.uv,false,true,false,false,true
def.AsmDeps,HelloUltraviolet::Reference::Projects,runProjectsAssemblyModelReference,Source/Reference/Projects/AssemblyModel.uv,false,true,false,false,true
req.AssemblyGraphRejectExecutableImports,HelloUltraviolet::Reference::Projects,runProjectsAssemblyModelReference,Source/Reference/Projects/AssemblyModel.uv,false,true,false,false,true
req.AssemblyGraphRejectLibraryCycles,HelloUltraviolet::Reference::Projects,runProjectsAssemblyModelReference,Source/Reference/Projects/AssemblyModel.uv,false,true,false,false,true
req.DependencyAssemblyNoFinalArtifact,HelloUltraviolet::Audit,artifactProjectEmitLlDependencyExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
def.FoldPath,HelloUltraviolet::Reference::Projects,runProjectsModuleDiscoveryReference,Source/Reference/Projects/ModuleDiscovery.uv,false,true,false,false,true
def.FileKey,HelloUltraviolet::Reference::Projects,runProjectsModuleDiscoveryReference,Source/Reference/Projects/ModuleDiscovery.uv,false,true,false,false,true
def.FileOrdering,HelloUltraviolet::Reference::Projects,runProjectsModuleDiscoveryReference,Source/Reference/Projects/ModuleDiscovery.uv,false,true,false,false,true
def.Fold,HelloUltraviolet::Reference::Projects,runProjectsModuleDiscoveryReference,Source/Reference/Projects/ModuleDiscovery.uv,false,true,false,false,true
def.DirKey,HelloUltraviolet::Audit,artifactProjectModuleDiscoveryOrderingExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
def.DirectoryOrdering,HelloUltraviolet::Audit,artifactProjectModuleDiscoveryOrderingExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
DirSeq-Rel-Fail,HelloUltraviolet::Reference::Projects,moduleDiscoveryRelativizeFailureReference,Source/Reference/Projects/ModuleDiscovery.uv,false,true,false,false,true
def.SourceRootDirectories,HelloUltraviolet::Audit,artifactProjectModuleDiscoveryOrderingExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
WF-Source-Root,HelloUltraviolet::Reference::Projects,runProjectsModuleDiscoveryReference,Source/Reference/Projects/ModuleDiscovery.uv,false,true,false,false,true
Module-Dir,HelloUltraviolet::Audit,artifactProjectModuleDiscoveryOrderingExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
def.ModuleDirectoryFiles,HelloUltraviolet::Audit,artifactProjectModuleDiscoveryOrderingExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
def.CompilationUnits,HelloUltraviolet::Reference::Projects,runProjectsModuleDiscoveryReference,Source/Reference/Projects/ModuleDiscovery.uv,false,true,false,false,true
refs.ModuleDiscoverySection,HelloUltraviolet::Reference::Projects,runProjectsModuleDiscoveryReference,Source/Reference/Projects/ModuleDiscovery.uv,false,true,false,false,true
Modules-Ok,HelloUltraviolet::Reference::Projects,runProjectsModuleDiscoveryReference,Source/Reference/Projects/ModuleDiscovery.uv,false,true,false,false,true
def.AssemblySourceRoots,HelloUltraviolet::Reference::Projects,runProjectsAssemblyModelReference,Source/Reference/Projects/AssemblyModel.uv,false,true,false,false,true
def.OwnerRoot,HelloUltraviolet::Reference::Projects,runProjectsAssemblyModelReference,Source/Reference/Projects/AssemblyModel.uv,false,true,false,false,true
def.OwnedModules,HelloUltraviolet::Reference::Projects,runProjectsAssemblyModelReference,Source/Reference/Projects/AssemblyModel.uv,false,true,false,false,true
OwnAssemblies-Ok,HelloUltraviolet::Reference::Projects,runProjectsAssemblyModelReference,Source/Reference/Projects/AssemblyModel.uv,false,true,false,false,true
def.AssemblyProject,HelloUltraviolet::Reference::Projects,runProjectsAssemblyModelReference,Source/Reference/Projects/AssemblyModel.uv,false,true,false,false,true
def.ModulePaths,HelloUltraviolet::Reference::Projects,runProjectsAssemblyModelReference,Source/Reference/Projects/AssemblyModel.uv,false,true,false,false,true
def.AsmImportGraph,HelloUltraviolet::Reference::Projects,runProjectsAssemblyModelReference,Source/Reference/Projects/AssemblyModel.uv,false,true,false,false,true
def.GraphAccessors,HelloUltraviolet::Reference::Projects,runProjectsAssemblyModelReference,Source/Reference/Projects/AssemblyModel.uv,false,true,false,false,true
def.GraphPathReach,HelloUltraviolet::Reference::Projects,runProjectsAssemblyModelReference,Source/Reference/Projects/AssemblyModel.uv,false,true,false,false,true
def.NoLibraryInterior,HelloUltraviolet::Reference::Projects,runProjectsAssemblyModelReference,Source/Reference/Projects/AssemblyModel.uv,false,true,false,false,true
def.LibraryBoundaryCycle,HelloUltraviolet::Reference::Projects,runProjectsAssemblyModelReference,Source/Reference/Projects/AssemblyModel.uv,false,true,false,false,true
def.ImportsExecutable,HelloUltraviolet::Reference::Projects,runProjectsAssemblyModelReference,Source/Reference/Projects/AssemblyModel.uv,false,true,false,false,true
Assembly-Graph-Ok,HelloUltraviolet::Reference::Projects,runProjectsAssemblyModelReference,Source/Reference/Projects/AssemblyModel.uv,false,true,false,false,true
Assembly-Graph-Err,HelloUltraviolet::Reference::Projects,runProjectsAssemblyModelReference,Source/Reference/Projects/AssemblyModel.uv,false,true,false,false,true
def.EmitAssemblies,HelloUltraviolet::Reference::Projects,runProjectsOutputArtifactsReference,Source/Reference/Projects/OutputArtifacts.uv,false,true,false,false,true
def.ImportedLibraries,HelloUltraviolet::Reference::Projects,runProjectsOutputArtifactsReference,Source/Reference/Projects/OutputArtifacts.uv,false,true,false,false,true
def.LibraryPred,HelloUltraviolet::Reference::Projects,runProjectsOutputArtifactsReference,Source/Reference/Projects/OutputArtifacts.uv,false,true,false,false,true
def.LibraryReady,HelloUltraviolet::Reference::Projects,runProjectsOutputArtifactsReference,Source/Reference/Projects/OutputArtifacts.uv,false,true,false,false,true
def.LibraryTopo,HelloUltraviolet::Reference::Projects,runProjectsOutputArtifactsReference,Source/Reference/Projects/OutputArtifacts.uv,false,true,false,false,true
def.ReadyLexLeast,HelloUltraviolet::Reference::Projects,runProjectsOutputArtifactsReference,Source/Reference/Projects/OutputArtifacts.uv,false,true,false,false,true
EmitModuleList-Ok,HelloUltraviolet::Reference::Projects,runProjectsOutputArtifactsReference,Source/Reference/Projects/OutputArtifacts.uv,false,true,false,false,true
def.RequiredOutputs,HelloUltraviolet::Audit,artifactProjectAssemblyAndLinkKindsExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
def.IRSet,HelloUltraviolet::Audit,artifactProjectAssemblyAndLinkKindsExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
def.PrimaryArtifactSet,HelloUltraviolet::Audit,artifactProjectAssemblyAndLinkKindsExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
def.ImportLibSet,HelloUltraviolet::Audit,artifactProjectAssemblyAndLinkKindsExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
def.OutputRoot,HelloUltraviolet::Audit,artifactProjectAssemblyAndLinkKindsExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
