index,id,kind,phase,strength,owner,internal_spec_line,file
1530,Unify-Apply,formal-rule,semantic-analysis,required,checker.types,25527,Compiler/Semantics/Types/TypeModel.uv
1531,Unify-Apply-Fail,formal-rule,semantic-analysis,required,checker.types,25545,Compiler/Semantics/Types/TypeModel.uv
1532,Unify-Range,formal-rule,semantic-analysis,required,checker.types,25563,Compiler/Semantics/Types/TypeModel.uv
1533,Unify-RangeInclusive,formal-rule,semantic-analysis,required,checker.types,25581,Compiler/Semantics/Types/TypeModel.uv
1534,Unify-RangeFrom,formal-rule,semantic-analysis,required,checker.types,25599,Compiler/Semantics/Types/TypeModel.uv
1535,Unify-RangeTo,formal-rule,semantic-analysis,required,checker.types,25617,Compiler/Semantics/Types/TypeModel.uv
1536,Unify-RangeToInclusive,formal-rule,semantic-analysis,required,checker.types,25635,Compiler/Semantics/Types/TypeModel.uv
1537,Unify-Refine,formal-rule,semantic-analysis,required,checker.types,25653,Compiler/Semantics/Types/TypeModel.uv
1538,Unify-Refine-Pred-Fail,formal-rule,semantic-analysis,required,checker.types,25671,Compiler/Semantics/Types/TypeModel.uv
1539,Unify-Prim-Fail,formal-rule,semantic-analysis,required,checker.types,25689,Compiler/Semantics/Types/TypeModel.uv
1540,Unify-Rigid-Fail,formal-rule,semantic-analysis,required,checker.types,25707,Compiler/Semantics/Types/TypeModel.uv
1541,Unify-Ctor-Mismatch,formal-rule,semantic-analysis,required,checker.types,25732,Compiler/Semantics/Types/TypeModel.uv
1542,Unify-Ok,formal-rule,semantic-analysis,required,checker.types,25750,Compiler/Semantics/Types/TypeModel.uv
1543,Unify-Err,formal-rule,semantic-analysis,required,checker.types,25768,Compiler/Semantics/Types/TypeModel.uv
1544,Solve-Unify,formal-rule,semantic-analysis,required,checker.types,25786,Compiler/Semantics/Types/TypeModel.uv
1545,Solve-Fail,formal-rule,semantic-analysis,required,checker.types,25804,Compiler/Semantics/Types/TypeModel.uv
1546,Syn-Expr,formal-rule,semantic-analysis,required,checker.types,25822,Compiler/Semantics/Types/TypeModel.uv
1547,Syn-Ident,formal-rule,semantic-analysis,required,checker.types,25840,Compiler/Semantics/Types/TypeModel.uv
1548,Syn-Unit,formal-rule,semantic-analysis,required,checker.types,25858,Compiler/Semantics/Types/TypeModel.uv
1549,Syn-Tuple,formal-rule,semantic-analysis,required,checker.types,25875,Compiler/Semantics/Types/TypeModel.uv
1550,Syn-Call,formal-rule,semantic-analysis,required,checker.types,25893,Compiler/Semantics/Types/TypeModel.uv
1551,Syn-Call-Err,formal-rule,semantic-analysis,required,checker.types,25911,Compiler/Semantics/Types/TypeModel.uv
1552,Chk-Subsumption-Modal-NonNiche,formal-rule,semantic-analysis,required,checker.types,25929,Compiler/Semantics/Types/TypeModel.uv
1553,Chk-Subsumption,formal-rule,semantic-analysis,required,checker.types,25947,Compiler/Semantics/Types/TypeModel.uv
1554,Chk-Null-Ptr,formal-rule,semantic-analysis,required,checker.types,25965,Compiler/Semantics/Types/TypeModel.uv
1555,def.PtrNullExpectedType,formal-definition,semantic-analysis,required,checker.types,25983,Compiler/Semantics/Types/TypeModel.uv
1556,Syn-PtrNull-Err,formal-rule,semantic-analysis,required,checker.types,25997,Compiler/Semantics/Types/TypeModel.uv
1557,Chk-PtrNull-Err,formal-rule,semantic-analysis,required,checker.types,26015,Compiler/Semantics/Types/TypeModel.uv
1558,req.FeatureLocalSynthesisAndCheckingOwnership,normative-requirement,semantic-analysis,required,checker.types,26033,Compiler/Semantics/Types/TypeModel.uv
1559,property.TypeSystemMetatheory.Intro,metatheoretic-property,semantic-analysis,required,checker.types,26050,Compiler/Semantics/Types/TypeModel.uv
1560,Progress,metatheoretic-property,semantic-analysis,required,checker.types,26064,Compiler/Semantics/Types/TypeModel.uv
1561,Preservation,metatheoretic-property,semantic-analysis,required,checker.types,26083,Compiler/Semantics/Types/TypeModel.uv
1562,No-Use-After-Free,metatheoretic-property,semantic-analysis,required,checker.types,26099,Compiler/Semantics/Types/TypeModel.uv
1563,No-Double-Free,metatheoretic-property,semantic-analysis,required,checker.types,26115,Compiler/Semantics/Types/TypeModel.uv
1564,No-Dangling-Pointers,metatheoretic-property,semantic-analysis,required,checker.types,26131,Compiler/Semantics/Types/TypeModel.uv
1565,Exclusivity-Invariant,metatheoretic-property,semantic-analysis,required,checker.types,26147,Compiler/Semantics/Types/TypeModel.uv
1566,Permission-Preservation,metatheoretic-property,semantic-analysis,required,checker.types,26163,Compiler/Semantics/Types/TypeModel.uv
1567,State-Determinism,metatheoretic-property,semantic-analysis,required,checker.types,26179,Compiler/Semantics/Types/TypeModel.uv
1568,No-Resurrection,metatheoretic-property,semantic-analysis,required,checker.types,26195,Compiler/Semantics/Types/TypeModel.uv
1569,Data-Race-Freedom,metatheoretic-property,semantic-analysis,required,checker.types,26211,Compiler/Semantics/Types/TypeModel.uv
1570,Fork-Join-Guarantee,metatheoretic-property,semantic-analysis,required,checker.types,26227,Compiler/Semantics/Types/TypeModel.uv
1571,Key-Serialization,metatheoretic-property,semantic-analysis,required,checker.types,26243,Compiler/Semantics/Types/TypeModel.uv
1572,Async-Key-Safety,metatheoretic-property,semantic-analysis,required,checker.types,26259,Compiler/Semantics/Types/TypeModel.uv
1573,diagnostics.CoreTypeDiagnostics,diagnostics,diagnostics,required,diagnostics.types,26278,Compiler/Semantics/Types/TypeModel.uv
1574,grammar.AttributeSyntaxAndPlacement,grammar,parsing,required,parser.attributes,26306,Compiler/Source/Parser/AttributeParser.uv
1575,req.AttributeReservedLeafNames,normative-requirement,parsing,required,parser.attributes,26337,Compiler/Source/Parser/AttributeParser.uv
1576,req.AttributeImmediateTargetPlacement,normative-requirement,parsing,required,parser.attributes,26351,Compiler/Source/Parser/AttributeParser.uv
1577,Parse-AttrListOpt-None,formal-rule,parsing,required,parser.attributes,26367,Compiler/Source/Parser/AttributeParser.uv
1578,Parse-AttrListOpt-Yes,formal-rule,parsing,required,parser.attributes,26385,Compiler/Source/Parser/AttributeParser.uv
1579,Parse-AttrList-Cons,formal-rule,parsing,required,parser.attributes,26403,Compiler/Source/Parser/AttributeParser.uv
1580,Parse-AttrListTail-End,formal-rule,parsing,required,parser.attributes,26421,Compiler/Source/Parser/AttributeParser.uv
1581,Parse-AttrListTail-Cons,formal-rule,parsing,required,parser.attributes,26439,Compiler/Source/Parser/AttributeParser.uv
1582,Parse-AttrBlock,formal-rule,parsing,required,parser.attributes,26457,Compiler/Source/Parser/AttributeParser.uv
1583,Parse-AttrSpecList-Cons,formal-rule,parsing,required,parser.attributes,26475,Compiler/Source/Parser/AttributeParser.uv
1584,Parse-AttrSpecListTail-End,formal-rule,parsing,required,parser.attributes,26493,Compiler/Source/Parser/AttributeParser.uv
1585,Parse-AttrSpecListTail-TrailingComma,formal-rule,parsing,required,parser.attributes,26511,Compiler/Source/Parser/AttributeParser.uv
1586,Parse-AttrSpecListTail-Comma,formal-rule,parsing,required,parser.attributes,26529,Compiler/Source/Parser/AttributeParser.uv
1587,Parse-AttrSpec,formal-rule,parsing,required,parser.attributes,26547,Compiler/Source/Parser/AttributeParser.uv
1588,Parse-AttrArgsOpt-None,formal-rule,parsing,required,parser.attributes,26565,Compiler/Source/Parser/AttributeParser.uv
1589,Parse-AttrArgsOpt-Yes,formal-rule,parsing,required,parser.attributes,26583,Compiler/Source/Parser/AttributeParser.uv
1590,Parse-AttrArgList-Cons,formal-rule,parsing,required,parser.attributes,26601,Compiler/Source/Parser/AttributeParser.uv
1591,Parse-AttrArgListTail-End,formal-rule,parsing,required,parser.attributes,26619,Compiler/Source/Parser/AttributeParser.uv
1592,Parse-AttrArgListTail-TrailingComma,formal-rule,parsing,required,parser.attributes,26637,Compiler/Source/Parser/AttributeParser.uv
1593,Parse-AttrArgListTail-Comma,formal-rule,parsing,required,parser.attributes,26655,Compiler/Source/Parser/AttributeParser.uv
1594,Parse-AttrArg-Named-Literal,formal-rule,parsing,required,parser.attributes,26673,Compiler/Source/Parser/AttributeParser.uv
1595,Parse-AttrArg-Named-Ident,formal-rule,parsing,required,parser.attributes,26691,Compiler/Source/Parser/AttributeParser.uv
1596,Parse-AttrArg-Named-Call,formal-rule,parsing,required,parser.attributes,26709,Compiler/Source/Parser/AttributeParser.uv
1597,Parse-AttrArg-Literal,formal-rule,parsing,required,parser.attributes,26727,Compiler/Source/Parser/AttributeParser.uv
1598,Parse-AttrArg-Ident,formal-rule,parsing,required,parser.attributes,26745,Compiler/Source/Parser/AttributeParser.uv
1599,def.AttributeAstRepresentation,formal-definition,parsing,required,parser.attributes,26766,Compiler/Source/Parser/AttributeParser.uv
1600,def.AttributeVendorPrefixAst,formal-definition,parsing,required,parser.attributes,26785,Compiler/Source/Parser/AttributeParser.uv
1601,def.AttributeArgumentAst,formal-definition,parsing,required,parser.attributes,26799,Compiler/Source/Parser/AttributeParser.uv
1602,def.AttributeSpecAst,formal-definition,parsing,required,parser.attributes,26813,Compiler/Source/Parser/AttributeParser.uv
1603,def.AttributeListAst,formal-definition,parsing,required,parser.attributes,26827,Compiler/Source/Parser/AttributeParser.uv
1604,def.ExpressionAttributes,formal-definition,parsing,required,parser.attributes,26842,Compiler/Source/Parser/AttributeParser.uv
1605,def.AttachExpressionAttributes,formal-definition,parsing,required,parser.attributes,26856,Compiler/Source/Parser/AttributeParser.uv
1606,def.ItemAttributeList,formal-definition,parsing,required,parser.attributes,26870,Compiler/Source/Parser/AttributeParser.uv
1607,def.AttributeByName,formal-definition,parsing,required,parser.attributes,26885,Compiler/Source/Parser/AttributeParser.uv
1608,req.MalformedAttributeSyntaxIllFormed,semantic-requirement,semantic-analysis,required,checker.attributes,26901,Compiler/Semantics/Attributes/AttributeValidation.uv
1609,def.AttributeTargetDomain,formal-definition,semantic-analysis,required,checker.attributes,26915,Compiler/Semantics/Attributes/AttributeValidation.uv
1610,def.AttributeRegistry,formal-definition,semantic-analysis,required,checker.attributes,26929,Compiler/Semantics/Attributes/AttributeValidation.uv
1611,def.VendorAttributeRegistryInitial,formal-definition,semantic-analysis,required,checker.attributes,26943,Compiler/Semantics/Attributes/AttributeValidation.uv
1612,def.SpecAttributeRegistry,formal-definition,semantic-analysis,required,checker.attributes,26957,Compiler/Semantics/Attributes/AttributeValidation.uv
1613,def.SpecAttributeTargets,formal-definition,semantic-analysis,required,checker.attributes,26980,Compiler/Semantics/Attributes/AttributeValidation.uv
1614,def.AttributeListWellFormedJudgementSet,formal-definition,semantic-analysis,required,checker.attributes,27016,Compiler/Semantics/Attributes/AttributeValidation.uv
1615,AttrList-Ok,formal-rule,semantic-analysis,required,checker.attributes,27030,Compiler/Semantics/Attributes/AttributeValidation.uv
1616,AttrList-Unknown,formal-rule,semantic-analysis,required,checker.attributes,27048,Compiler/Semantics/Attributes/AttributeValidation.uv
1617,AttrList-Target-Err,formal-rule,semantic-analysis,required,checker.attributes,27066,Compiler/Semantics/Attributes/AttributeValidation.uv
1618,def.AttributeStaticSemantics.Helpers2,formal-definition,semantic-analysis,required,checker.attributes,27084,Compiler/Semantics/Attributes/AttributeValidation.uv
1619,req.MemoryOrderAttributeTargets,semantic-requirement,semantic-analysis,required,checker.attributes,27098,Compiler/Semantics/Attributes/AttributeValidation.uv
1620,req.AttributeListWellFormednessCheck,semantic-requirement,semantic-analysis,required,checker.attributes,27112,Compiler/Semantics/Attributes/AttributeValidation.uv
1621,req.MultipleAttributeListConcatenation,semantic-requirement,semantic-analysis,required,checker.attributes,27126,Compiler/Semantics/Attributes/AttributeValidation.uv
1622,req.FfiAttributeOwnership,normative-requirement,semantic-analysis,required,checker.attributes,27140,Compiler/Semantics/Attributes/AttributeValidation.uv
1623,conformance.AttributeDynamicSemantics,semantic-requirement,runtime,required,runtime.attributes,27157,Compiler/Semantics/Attributes/AttributeValidation.uv
1624,conformance.AttributeLoweringOwnership,lowering-rule,lowering,required,lowering.attributes,27173,Compiler/Lowering/AttributeLowering.uv
1625,diagnostics.AttributeDiagnostics,diagnostics,diagnostics,required,diagnostics.attributes,27189,Compiler/Diagnostics/Codes.uv
1626,conformance.VendorAttributeSyntaxReuse,semantic-requirement,parsing,required,parser.attributes,27209,Compiler/Source/Parser/AttributeParser.uv
1627,req.VendorAttributeParserReuse,semantic-requirement,parsing,required,parser.attributes,27227,Compiler/Source/Parser/AttributeParser.uv
1628,def.AttributeLeafToken,formal-definition,parsing,required,parser.attributes,27241,Compiler/Source/Parser/AttributeParser.uv
1629,Parse-AttrName-Plain,formal-rule,parsing,required,parser.attributes,27255,Compiler/Source/Parser/AttributeParser.uv
1630,Parse-AttrName-Vendor,formal-rule,parsing,required,parser.attributes,27273,Compiler/Source/Parser/AttributeParser.uv
1631,Parse-VendorPrefixTail-End,formal-rule,parsing,required,parser.attributes,27291,Compiler/Source/Parser/AttributeParser.uv
1632,Parse-VendorPrefixTail-Cons,formal-rule,parsing,required,parser.attributes,27309,Compiler/Source/Parser/AttributeParser.uv
1633,def.VendorAttributeAst,formal-definition,parsing,required,parser.attributes,27330,Compiler/Source/Parser/AttributeParser.uv
1634,conformance.VendorAttributeStaticSemantics,semantic-requirement,semantic-analysis,required,checker.attributes,27346,Compiler/Semantics/Attributes/AttributeValidation.uv
1635,conformance.VendorAttributeDynamicSemantics,semantic-requirement,runtime,required,runtime.attributes,27366,Compiler/Semantics/Attributes/AttributeValidation.uv
1636,conformance.VendorAttributeLowering,lowering-rule,lowering,required,lowering.attributes,27382,Compiler/Lowering/AttributeLowering.uv
1637,diagnostics.VendorAttributeDiagnostics,diagnostics,diagnostics,required,diagnostics.attributes,27398,Compiler/Diagnostics/Codes.uv
1638,grammar.LayoutAttributeSyntax,grammar,parsing,required,parser.attributes.layout,27418,Compiler/Source/Parser/AttributeParser.uv
1639,req.LayoutAttributeParserReuse,semantic-requirement,parsing,required,parser.attributes.layout,27441,Compiler/Source/Parser/AttributeParser.uv
1640,def.LayoutAttributeAstAttachment,formal-definition,parsing,required,parser.attributes.layout,27457,Compiler/Source/Parser/AttributeParser.uv
1641,req.LayoutCRecordSemantics,semantic-requirement,semantic-analysis,required,checker.attributes.layout,27475,Compiler/Semantics/Attributes/LayoutAttributes.uv
1642,req.LayoutCEnumSemantics,semantic-requirement,semantic-analysis,required,checker.attributes.layout,27492,Compiler/Semantics/Attributes/LayoutAttributes.uv
1643,req.LayoutExplicitEnumDiscriminant,semantic-requirement,semantic-analysis,required,checker.attributes.layout,27509,Compiler/Semantics/Attributes/LayoutAttributes.uv
1644,req.LayoutPackedRecordSemantics,semantic-requirement,semantic-analysis,required,checker.attributes.layout,27528,Compiler/Semantics/Attributes/LayoutAttributes.uv
1645,req.PackedFieldReferenceRequiresUnsafe,semantic-requirement,semantic-analysis,required,checker.attributes.layout,27545,Compiler/Semantics/Attributes/LayoutAttributes.uv
1646,req.LayoutAlignSemantics,semantic-requirement,semantic-analysis,required,checker.attributes.layout,27561,Compiler/Semantics/Attributes/LayoutAttributes.uv
1647,def.ValidLayoutAttributeCombinations,formal-definition,semantic-analysis,required,checker.attributes.layout,27580,Compiler/Semantics/Attributes/LayoutAttributes.uv
1648,def.InvalidLayoutAttributeCombinations,formal-definition,semantic-analysis,required,checker.attributes.layout,27600,Compiler/Semantics/Attributes/LayoutAttributes.uv
1649,def.LayoutAttributeApplicability,formal-definition,semantic-analysis,required,checker.attributes.layout,27615,Compiler/Semantics/Attributes/LayoutAttributes.uv
1650,req.LayoutAttributeConstraints,semantic-requirement,semantic-analysis,required,checker.attributes.layout,27633,Compiler/Semantics/Attributes/LayoutAttributes.uv
1651,conformance.LayoutAttributeDynamicSemantics,semantic-requirement,runtime,required,runtime.attributes.layout,27653,Compiler/Semantics/Attributes/LayoutAttributes.uv
1652,conformance.LayoutAttributeLowering,lowering-rule,lowering,required,lowering.attributes.layout,27669,Compiler/Lowering/AttributeLowering.uv
1653,diagnostics.LayoutAttributeDiagnostics,diagnostics,diagnostics,required,diagnostics.attributes.layout,27685,Compiler/Diagnostics/Codes.uv
1654,grammar.OptimizationAttributeSyntax,grammar,parsing,required,parser.attributes.optimization,27707,Compiler/Source/Parser/AttributeParser.uv
1655,req.OptimizationAttributeParserReuse,semantic-requirement,parsing,required,parser.attributes.optimization,27730,Compiler/Source/Parser/AttributeParser.uv
1656,def.OptimizationAttributeAstAttachment,formal-definition,parsing,required,parser.attributes.optimization,27746,Compiler/Source/Parser/AttributeParser.uv
1657,req.InlineAttributeSemantics,semantic-requirement,semantic-analysis,required,checker.attributes.optimization,27762,Compiler/Semantics/Attributes/OptimizationAttributes.uv
1658,req.ColdAttributeSemantics,semantic-requirement,semantic-analysis,required,checker.attributes.optimization,27782,Compiler/Semantics/Attributes/OptimizationAttributes.uv
1659,conformance.OptimizationAttributeDynamicSemantics,semantic-requirement,runtime,required,runtime.attributes.optimization,27798,Compiler/Semantics/Attributes/OptimizationAttributes.uv
1660,conformance.OptimizationAttributeLowering,lowering-rule,lowering,required,lowering.attributes.optimization,27814,Compiler/Lowering/AttributeLowering.uv
1661,diagnostics.OptimizationAttributeDiagnostics,diagnostics,diagnostics,required,diagnostics.attributes.optimization,27830,Compiler/Diagnostics/Codes.uv
1662,req.DiagnosticsMetadataSyntaxParsingAst,semantic-requirement,parsing,required,parser.attributes.metadata,27848,Compiler/Source/Parser/AttributeParser.uv
1663,req.DiagnosticsMetadataParserReuse,semantic-requirement,parsing,required,parser.attributes.metadata,27866,Compiler/Source/Parser/AttributeParser.uv
1664,def.ExpressionAttributeList,formal-definition,parsing,required,parser.attributes.metadata,27882,Compiler/Source/Parser/AttributeParser.uv
1665,def.ExpressionAttributeByName,formal-definition,parsing,required,parser.attributes.metadata,27897,Compiler/Source/Parser/AttributeParser.uv
1666,def.DynamicDeclarationPredicate,formal-definition,semantic-analysis,required,checker.attributes.metadata,27911,Compiler/Semantics/Attributes/DiagnosticsMetadata.uv
1667,def.DynamicExpressionPredicate,formal-definition,semantic-analysis,required,checker.attributes.metadata,27925,Compiler/Semantics/Attributes/DiagnosticsMetadata.uv
1668,def.DynamicScopePredicate,formal-definition,semantic-analysis,required,checker.attributes.metadata,27939,Compiler/Semantics/Attributes/DiagnosticsMetadata.uv
1669,def.InDynamicContext,formal-definition,semantic-analysis,required,checker.attributes.metadata,27953,Compiler/Semantics/Attributes/DiagnosticsMetadata.uv
1670,req.DeprecatedAttributeSemantics,semantic-requirement,semantic-analysis,required,checker.attributes.metadata,27969,Compiler/Semantics/Attributes/DiagnosticsMetadata.uv
1671,req.DynamicAttributeSemantics,semantic-requirement,semantic-analysis,required,checker.attributes.metadata,27983,Compiler/Semantics/Attributes/DiagnosticsMetadata.uv
1672,req.DynamicScopeDetermination,semantic-requirement,semantic-analysis,required,checker.attributes.metadata,27997,Compiler/Semantics/Attributes/DiagnosticsMetadata.uv
1673,def.ComputeDynamicContext,formal-definition,semantic-analysis,required,checker.attributes.metadata,28013,Compiler/Semantics/Attributes/DiagnosticsMetadata.uv
1674,def.FindInnermostDynamic,formal-definition,semantic-analysis,required,checker.attributes.metadata,28036,Compiler/Semantics/Attributes/DiagnosticsMetadata.uv
1675,def.MinimalSpan,formal-definition,semantic-analysis,required,checker.attributes.metadata,28057,Compiler/Semantics/Attributes/DiagnosticsMetadata.uv
1676,DynamicContext-Override,formal-rule,semantic-analysis,required,checker.attributes.metadata,28075,Compiler/Semantics/Attributes/DiagnosticsMetadata.uv
1677,req.DynamicContextOverridePropagation,semantic-requirement,semantic-analysis,required,checker.attributes.metadata,28095,Compiler/Semantics/Attributes/DiagnosticsMetadata.uv
1678,DynamicContext-NoInherit-Call,formal-rule,semantic-analysis,required,checker.attributes.metadata,28109,Compiler/Semantics/Attributes/DiagnosticsMetadata.uv
1679,req.DynamicContextLexicalNoCallPropagation,semantic-requirement,semantic-analysis,required,checker.attributes.metadata,28129,Compiler/Semantics/Attributes/DiagnosticsMetadata.uv
1680,req.DynamicEffectsAndRestrictions,semantic-requirement,semantic-analysis,required,checker.attributes.metadata,28143,Compiler/Semantics/Attributes/DiagnosticsMetadata.uv
1681,req.DynamicTargetRestrictions,semantic-requirement,semantic-analysis,required,checker.attributes.metadata,28160,Compiler/Semantics/Attributes/DiagnosticsMetadata.uv
1682,req.EmptyDynamicScopeWarning,semantic-requirement,semantic-analysis,required,checker.attributes.metadata,28177,Compiler/Semantics/Attributes/DiagnosticsMetadata.uv
1683,req.StaleOkAttributeSemantics,semantic-requirement,semantic-analysis,required,checker.attributes.metadata,28191,Compiler/Semantics/Attributes/DiagnosticsMetadata.uv
1684,req.VerificationModeAttributeSemantics,semantic-requirement,semantic-analysis,required,checker.attributes.metadata,28205,Compiler/Semantics/Attributes/DiagnosticsMetadata.uv
1685,req.ReflectAttributeSemantics,semantic-requirement,semantic-analysis,required,checker.attributes.metadata,28219,Compiler/Semantics/Attributes/DiagnosticsMetadata.uv
1686,req.DeriveAttributeSemantics,semantic-requirement,semantic-analysis,required,checker.attributes.metadata,28233,Compiler/Semantics/Attributes/DiagnosticsMetadata.uv
1687,req.EmitAttributeSemantics,semantic-requirement,semantic-analysis,required,checker.attributes.metadata,28247,Compiler/Semantics/Attributes/DiagnosticsMetadata.uv
1688,req.FilesAttributeSemantics,semantic-requirement,semantic-analysis,required,checker.attributes.metadata,28261,Compiler/Semantics/Attributes/DiagnosticsMetadata.uv
1689,conformance.DiagnosticsMetadataDynamicSemantics,semantic-requirement,runtime,required,runtime.attributes.metadata,28277,Compiler/Semantics/Attributes/DiagnosticsMetadata.uv
1690,conformance.DiagnosticsMetadataLowering,lowering-rule,lowering,required,lowering.attributes.metadata,28295,Compiler/Lowering/AttributeLowering.uv
1691,diagnostics.DiagnosticsMetadataAttributes,diagnostics,diagnostics,required,diagnostics.attributes.metadata,28311,Compiler/Diagnostics/Codes.uv
1692,grammar.TestAttribute,grammar,parsing,required,parser.attributes,28336,Compiler/Source/Parser/AttributeParser.uv
1693,parse.TestAttributeByOrdinaryAttributeParser,semantic-requirement,parsing,required,parser.attributes,28356,Compiler/Source/Parser/AttributeParser.uv
1694,ast.TestProcedureClassification,formal-definition,semantic-analysis,required,checker.attributes,28374,Compiler/Semantics/Attributes/TestAttributes.uv
1695,def.TestName,formal-definition,semantic-analysis,required,checker.attributes,28389,Compiler/Semantics/Attributes/TestAttributes.uv
1696,def.TestCoverage,formal-definition,semantic-analysis,required,checker.attributes,28404,Compiler/Semantics/Attributes/TestAttributes.uv
1697,req.TestAttributeProcedureTarget,semantic-requirement,semantic-analysis,required,checker.attributes,28421,Compiler/Semantics/Attributes/TestAttributes.uv
1698,def.TestAttributeArgsOk,formal-definition,semantic-analysis,required,checker.attributes,28435,Compiler/Semantics/Attributes/TestAttributes.uv
1699,req.TestProcedureShape,semantic-requirement,semantic-analysis,required,checker.procedures,28455,Compiler/Semantics/Declarations/Procedures.uv
1700,req.TestContextAuthority,semantic-requirement,semantic-analysis,required,checker.procedures,28477,Compiler/Semantics/Declarations/Procedures.uv
1701,conformance.TestAttributeDynamicSemantics,semantic-requirement,runtime,required,driver.tests,28495,Compiler/Driver/Testing/TestExecution.uv
1702,lowering.TestHarnessGeneration,lowering-rule,lowering,required,driver.tests,28516,Compiler/Driver/Testing/TestHarness.uv
1703,def.TestDiscoveryOrder,formal-definition,lowering,required,driver.tests,28575,Compiler/Driver/Testing/TestDiscovery.uv
1704,diagnostics.TestAttributes,diagnostics,diagnostics,required,diagnostics.attributes,28593,Compiler/Diagnostics/Codes.uv
1705,grammar.PermissionFormsSyntax,grammar,parsing,required,parser.permissions,28621,Compiler/Source/Parser/PermissionParser.uv
1706,req.PermissionQualifierTypeGrammarPlacement,semantic-requirement,parsing,required,parser.permissions,28640,Compiler/Source/Parser/PermissionParser.uv
1707,req.PermissionParserOwnership,semantic-requirement,parsing,required,parser.permissions,28656,Compiler/Source/Parser/PermissionParser.uv
1708,req.ParseReceiverCanonicalOwner,normative-requirement,parsing,required,parser.permissions,28670,Compiler/Source/Parser/PermissionParser.uv
1709,def.PermissionAstForms,formal-definition,parsing,required,parser.permissions,28686,Compiler/Source/Parser/PermissionParser.uv
1710,def.PermissionQualifiedTypeAst,formal-definition,parsing,required,parser.permissions,28704,Compiler/Source/Parser/PermissionParser.uv
1711,def.PermissionQualifierSemantics,formal-definition,semantic-analysis,required,checker.permissions,28720,Compiler/Semantics/Permissions/Admissibility.uv
1712,req.PermissionRegimesDistinct,semantic-requirement,semantic-analysis,required,checker.permissions,28734,Compiler/Semantics/Permissions/Admissibility.uv
1713,def.PermissionRegimeProperties,formal-definition,semantic-analysis,required,checker.permissions,28748,Compiler/Semantics/Permissions/Admissibility.uv
1714,req.PermissionRegimeConstraints,semantic-requirement,semantic-analysis,required,checker.permissions,28768,Compiler/Semantics/Permissions/Admissibility.uv
1715,def.SharedPermissionOperationMatrix,formal-definition,semantic-analysis,required,checker.permissions,28786,Compiler/Semantics/Permissions/Admissibility.uv
1716,conformance.PermissionDynamicSemantics,semantic-requirement,runtime,required,runtime.permissions,28810,Runtime/Concurrency/Keys.uv
1717,conformance.PermissionLayoutNeutrality,lowering-rule,lowering,required,lowering.permissions,28830,Compiler/Lowering/PermissionLowering.uv
1718,Layout-Perm,formal-rule,semantic-analysis,required,checker.permissions,28844,Compiler/Semantics/Permissions/Admissibility.uv
1719,SizeOf-Perm,formal-rule,semantic-analysis,required,checker.permissions,28860,Compiler/Semantics/Permissions/Admissibility.uv
1720,AlignOf-Perm,formal-rule,semantic-analysis,required,checker.permissions,28876,Compiler/Semantics/Permissions/Admissibility.uv
1721,req.PermissionFormsLoweringDiagnostics,lowering-rule,lowering,required,lowering.permissions,28892,Compiler/Lowering/PermissionLowering.uv
1722,req.PermissionFormsDiagnosticOwnership,normative-requirement,diagnostics,required,diagnostics.permissions,28908,Compiler/Semantics/Permissions/PermissionModel.uv
1723,conformance.AliasAndExclusivityRules,semantic-requirement,semantic-analysis,required,checker.permissions,28925,Compiler/Semantics/Permissions/Admissibility.uv
1724,req.AliasExclusivityNoParsingRules,semantic-requirement,parsing,required,parser.permissions,28943,Compiler/Source/Parser/PermissionParser.uv
1725,req.AliasExclusivityNoAstForms,semantic-requirement,parsing,required,parser.permissions,28959,Compiler/Source/Parser/PermissionParser.uv
1726,def.AliasingByOverlappingStorage,formal-definition,semantic-analysis,required,checker.permissions,28977,Compiler/Semantics/Permissions/Admissibility.uv
1727,req.UniqueExclusivityInvariant,semantic-requirement,semantic-analysis,required,checker.permissions,28993,Compiler/Semantics/Permissions/Admissibility.uv
1728,def.PermissionCoexistenceMatrix,formal-definition,semantic-analysis,required,checker.permissions,29009,Compiler/Semantics/Permissions/Admissibility.uv
1729,conformance.AliasExclusivityDynamicSemantics,semantic-requirement,runtime,required,runtime.permissions,29029,Runtime/Concurrency/Keys.uv
1730,conformance.AliasExclusivityLowering,lowering-rule,lowering,required,lowering.permissions,29045,Compiler/Lowering/PermissionLowering.uv
1731,req.AliasExclusivityDiagnosticOwnership,normative-requirement,diagnostics,required,diagnostics.permissions,29061,Compiler/Semantics/Permissions/PermissionModel.uv
1732,req.BindingActivityNoConcreteSyntax,semantic-requirement,semantic-analysis,required,checker.permissions,29077,Compiler/Semantics/Permissions/Admissibility.uv
1733,req.BindingActivityNoParsingRules,semantic-requirement,parsing,required,parser.permissions,29095,Compiler/Source/Parser/PermissionParser.uv
1734,req.BindingActivityNoAstNode,semantic-requirement,parsing,required,parser.permissions,29111,Compiler/Source/Parser/PermissionParser.uv
1735,def.UniqueBindingActivityStates,formal-definition,semantic-analysis,required,checker.permissions,29127,Compiler/Semantics/Permissions/Admissibility.uv
1736,Inactive-Enter,formal-rule,semantic-analysis,required,checker.permissions,29146,Compiler/Semantics/Permissions/Admissibility.uv
